"검토순번","review_item_id","accession_norm","검토구분","검토주제","확인질문_1","확인질문_2","확인질문_3","원자료_및_기술관찰값","technical_classification","확인값","값확인상태","역할해석상태","날짜의미상태","공란원인상태","근거자료","근거경로","근거위치","검토관찰","검토판정","검토결과상태","확인범위","남은확인사항","검토책임자인계의견","검토메모","검토진행상태","검토일시","검토담당","공식기준자료승인상태","지수산출규칙자료반영상태","지수산출프로그램입력자료승격상태","작업잠금상태"
"11","CIK_000119312525256321","000119312525256321","CIK_REVIEW","회사 식별번호 후보값·제출자 식별번호 역할·공란 원인 검토","SEC 공식 원장 또는 원문에서 회사 CIK 후보값을 확인할 수 있는가?","현재 공란의 원인을 원자료 부재·추출 미수행·매핑 미반영 중 어디까지 확인할 수 있는가?","제출자 CIK와 회사 CIK의 차이가 별도 역할로 설명되는가?","v0.3 회사 CIK=; SEC 값=789019; 제출자 CIK=1193125; archive 후보=789019; SEC filing history=789019","SUBJECT_COMPANY_CIK_MISSING_IN_V0_3_SEC_PRESENT|SUBJECT_COMPANY_CIK_MISSING_BUT_ARCHIVE_AND_SEC_HISTORY_MATCH|SUBMITTER_ROLE_DIFFERENCE_OBSERVED|REVIEW_REQUIRED_NOT_DATA_ERROR","789019","SOURCE_VALUE_CONFIRMED","ROLE_DIFFERENCE_CONFIRMED_NOT_ERROR","NOT_APPLICABLE","SOURCE_PRESENT_PIPELINE_FIELD_NOT_POPULATED","SEC_COMPLETE_SUBMISSION_TEXT|SEC_FILING_HISTORY|SEC_ARCHIVE_PATH","[LOCAL_PATH_REMOVED_USE_ACCESSION_AND_LOCATOR]","SEC-HEADER > COMPANY DATA > COMPANY CONFORMED NAME / CENTRAL INDEX KEY","SEC 10-Q header identifies MICROSOFT CORP with CENTRAL INDEX KEY 0000789019; normalized CIK 789019 matches SEC filing history and archive-path candidate. Submitter CIK 1193125 remains a separate submitter-role identifier. Row-specific batch preflight passed.","Subject-company CIK candidate 789019 is confirmed within the reviewed source scope. The submitter-role difference is not a data error. The precise pipeline omission cause and authoritative-source priority remain pending.","CANDIDATE_VALUE_CONFIRMED_NOT_PROMOTED","SEC_COMPLETE_SUBMISSION_HEADER_AND_SEC_FILING_HISTORY_AND_ARCHIVE_PATH_ONLY","PRECISE_PIPELINE_OMISSION_CAUSE_AND_AUTHORITATIVE_SOURCE_PRIORITY_APPROVAL_PENDING","HANDOFF_TO_REVIEW_OWNER","Original SEC header CIK 0000789019 was normalized to 789019. The contract source-file-type is complete_submission_text and the source path is resolved. Row-specific read-only preflight passed under representative-review coverage. Source presence is confirmed, but extraction-versus-mapping root cause remains undetermined. No application or promotion was performed.","REVIEW_EVIDENCE_CREATED","2026-07-29T17:17:35+09:00","김근형","AUTHORITATIVE_SOURCE_APPROVAL_PENDING","NOT_APPLIED","NOT_PROMOTED","UNLOCKED_WORKING"
"12","CIK_000119312526027207","000119312526027207","CIK_REVIEW","회사 식별번호 후보값·제출자 식별번호 역할·공란 원인 검토","SEC 공식 원장 또는 원문에서 회사 CIK 후보값을 확인할 수 있는가?","현재 공란의 원인을 원자료 부재·추출 미수행·매핑 미반영 중 어디까지 확인할 수 있는가?","제출자 CIK와 회사 CIK의 차이가 별도 역할로 설명되는가?","v0.3 회사 CIK=; SEC 값=789019; 제출자 CIK=1193125; archive 후보=789019; SEC filing history=789019","SUBJECT_COMPANY_CIK_MISSING_IN_V0_3_SEC_PRESENT|SUBJECT_COMPANY_CIK_MISSING_BUT_ARCHIVE_AND_SEC_HISTORY_MATCH|SUBMITTER_ROLE_DIFFERENCE_OBSERVED|REVIEW_REQUIRED_NOT_DATA_ERROR","789019","SOURCE_VALUE_CONFIRMED","ROLE_DIFFERENCE_CONFIRMED_NOT_ERROR","NOT_APPLICABLE","SOURCE_PRESENT_PIPELINE_FIELD_NOT_POPULATED","SEC_COMPLETE_SUBMISSION_TEXT|SEC_FILING_HISTORY|SEC_ARCHIVE_PATH","[LOCAL_PATH_REMOVED_USE_ACCESSION_AND_LOCATOR]","SEC-HEADER > COMPANY DATA > COMPANY CONFORMED NAME / CENTRAL INDEX KEY","SEC 10-Q header identifies MICROSOFT CORP with CENTRAL INDEX KEY 0000789019; normalized CIK 789019 matches SEC filing history and archive-path candidate. Submitter CIK 1193125 remains a separate submitter-role identifier. Row-specific batch preflight passed.","Subject-company CIK candidate 789019 is confirmed within the reviewed source scope. The submitter-role difference is not a data error. The precise pipeline omission cause and authoritative-source priority remain pending.","CANDIDATE_VALUE_CONFIRMED_NOT_PROMOTED","SEC_COMPLETE_SUBMISSION_HEADER_AND_SEC_FILING_HISTORY_AND_ARCHIVE_PATH_ONLY","PRECISE_PIPELINE_OMISSION_CAUSE_AND_AUTHORITATIVE_SOURCE_PRIORITY_APPROVAL_PENDING","HANDOFF_TO_REVIEW_OWNER","Original SEC header CIK 0000789019 was normalized to 789019. The contract source-file-type is complete_submission_text and the source path is resolved. Row-specific read-only preflight passed under representative-review coverage. Source presence is confirmed, but extraction-versus-mapping root cause remains undetermined. No application or promotion was performed.","REVIEW_EVIDENCE_CREATED","2026-07-29T17:17:35+09:00","김근형","AUTHORITATIVE_SOURCE_APPROVAL_PENDING","NOT_APPLIED","NOT_PROMOTED","UNLOCKED_WORKING"
"13","CIK_000119312526191507","000119312526191507","CIK_REVIEW","회사 식별번호 후보값·제출자 식별번호 역할·공란 원인 검토","SEC 공식 원장 또는 원문에서 회사 CIK 후보값을 확인할 수 있는가?","현재 공란의 원인을 원자료 부재·추출 미수행·매핑 미반영 중 어디까지 확인할 수 있는가?","제출자 CIK와 회사 CIK의 차이가 별도 역할로 설명되는가?","v0.3 회사 CIK=; SEC 값=789019; 제출자 CIK=1193125; archive 후보=789019; SEC filing history=789019","SUBJECT_COMPANY_CIK_MISSING_IN_V0_3_SEC_PRESENT|SUBJECT_COMPANY_CIK_MISSING_BUT_ARCHIVE_AND_SEC_HISTORY_MATCH|SUBMITTER_ROLE_DIFFERENCE_OBSERVED|REVIEW_REQUIRED_NOT_DATA_ERROR","789019","SOURCE_VALUE_CONFIRMED","ROLE_DIFFERENCE_CONFIRMED_NOT_ERROR","NOT_APPLICABLE","SOURCE_PRESENT_PIPELINE_FIELD_NOT_POPULATED","SEC_COMPLETE_SUBMISSION_TEXT|SEC_FILING_HISTORY|SEC_ARCHIVE_PATH|CONTRACT_PATH_ROLE_FALLBACK","[LOCAL_PATH_REMOVED_USE_ACCESSION_AND_LOCATOR]","SEC-HEADER > COMPANY DATA > COMPANY CONFORMED NAME / CENTRAL INDEX KEY","SEC 10-Q header identifies MICROSOFT CORP with CENTRAL INDEX KEY 0000789019; normalized CIK 789019 matches SEC filing history and archive-path candidate. Submitter CIK 1193125 remains a separate submitter-role identifier.","Subject-company CIK candidate 789019 is confirmed within the reviewed source scope. The submitter-role difference is not a data error. The precise pipeline omission cause and authoritative-source priority remain pending.","CANDIDATE_VALUE_CONFIRMED_NOT_PROMOTED","SEC_COMPLETE_SUBMISSION_HEADER_AND_SEC_FILING_HISTORY_AND_ARCHIVE_PATH_ONLY","PRECISE_PIPELINE_OMISSION_CAUSE_AND_AUTHORITATIVE_SOURCE_PRIORITY_APPROVAL_PENDING","HANDOFF_TO_REVIEW_OWNER","Original SEC header CIK 0000789019 was normalized to 789019. The contract source-file-type field was blank, but the complete-submission source was resolved by accession plus path and filename role. Source presence is confirmed; extraction-versus-mapping root cause remains undetermined. No application or promotion was performed.","REVIEW_EVIDENCE_CREATED","2026-07-29T16:12:22+09:00","김근형","AUTHORITATIVE_SOURCE_APPROVAL_PENDING","NOT_APPLIED","NOT_PROMOTED","UNLOCKED_WORKING"
"14","CIK_000156459021002316","000156459021002316","CIK_REVIEW","회사 식별번호 후보값·제출자 식별번호 역할·공란 원인 검토","SEC 공식 원장 또는 원문에서 회사 CIK 후보값을 확인할 수 있는가?","현재 공란의 원인을 원자료 부재·추출 미수행·매핑 미반영 중 어디까지 확인할 수 있는가?","제출자 CIK와 회사 CIK의 차이가 별도 역할로 설명되는가?","v0.3 회사 CIK=; SEC 값=789019; 제출자 CIK=1564590; archive 후보=789019; SEC filing history=789019","SUBJECT_COMPANY_CIK_MISSING_IN_V0_3_SEC_PRESENT|SUBJECT_COMPANY_CIK_MISSING_BUT_ARCHIVE_AND_SEC_HISTORY_MATCH|SUBMITTER_ROLE_DIFFERENCE_OBSERVED|REVIEW_REQUIRED_NOT_DATA_ERROR","789019","SOURCE_VALUE_CONFIRMED","ROLE_DIFFERENCE_CONFIRMED_NOT_ERROR","NOT_APPLICABLE","SOURCE_PRESENT_PIPELINE_FIELD_NOT_POPULATED","SEC_COMPLETE_SUBMISSION_TEXT|SEC_FILING_HISTORY|SEC_ARCHIVE_PATH","[LOCAL_PATH_REMOVED_USE_ACCESSION_AND_LOCATOR]","SEC-HEADER > COMPANY DATA > COMPANY CONFORMED NAME / CENTRAL INDEX KEY","SEC 10-Q header identifies MICROSOFT CORP with CENTRAL INDEX KEY 0000789019; normalized CIK 789019 matches SEC filing history and archive-path candidate. Submitter CIK 1564590 remains a separate submitter-role identifier. Row-specific batch preflight passed.","Subject-company CIK candidate 789019 is confirmed within the reviewed source scope. The submitter-role difference is not a data error. The precise pipeline omission cause and authoritative-source priority remain pending.","CANDIDATE_VALUE_CONFIRMED_NOT_PROMOTED","SEC_COMPLETE_SUBMISSION_HEADER_AND_SEC_FILING_HISTORY_AND_ARCHIVE_PATH_ONLY","PRECISE_PIPELINE_OMISSION_CAUSE_AND_AUTHORITATIVE_SOURCE_PRIORITY_APPROVAL_PENDING","HANDOFF_TO_REVIEW_OWNER","Original SEC header CIK 0000789019 was normalized to 789019. The contract source-file-type is complete_submission_text and the source path is resolved. Row-specific read-only preflight passed under representative-review coverage. Source presence is confirmed, but extraction-versus-mapping root cause remains undetermined. No application or promotion was performed.","REVIEW_EVIDENCE_CREATED","2026-07-29T17:17:35+09:00","김근형","AUTHORITATIVE_SOURCE_APPROVAL_PENDING","NOT_APPLIED","NOT_PROMOTED","UNLOCKED_WORKING"
"15","CIK_000156459021020891","000156459021020891","CIK_REVIEW","회사 식별번호 후보값·제출자 식별번호 역할·공란 원인 검토","SEC 공식 원장 또는 원문에서 회사 CIK 후보값을 확인할 수 있는가?","현재 공란의 원인을 원자료 부재·추출 미수행·매핑 미반영 중 어디까지 확인할 수 있는가?","제출자 CIK와 회사 CIK의 차이가 별도 역할로 설명되는가?","v0.3 회사 CIK=; SEC 값=789019; 제출자 CIK=1564590; archive 후보=789019; SEC filing history=789019","SUBJECT_COMPANY_CIK_MISSING_IN_V0_3_SEC_PRESENT|SUBJECT_COMPANY_CIK_MISSING_BUT_ARCHIVE_AND_SEC_HISTORY_MATCH|SUBMITTER_ROLE_DIFFERENCE_OBSERVED|REVIEW_REQUIRED_NOT_DATA_ERROR","789019","SOURCE_VALUE_CONFIRMED","ROLE_DIFFERENCE_CONFIRMED_NOT_ERROR","NOT_APPLICABLE","SOURCE_PRESENT_PIPELINE_FIELD_NOT_POPULATED","SEC_COMPLETE_SUBMISSION_TEXT|SEC_FILING_HISTORY|SEC_ARCHIVE_PATH","[LOCAL_PATH_REMOVED_USE_ACCESSION_AND_LOCATOR]","SEC-HEADER > COMPANY DATA > COMPANY CONFORMED NAME / CENTRAL INDEX KEY","SEC 10-Q header identifies MICROSOFT CORP with CENTRAL INDEX KEY 0000789019; normalized CIK 789019 matches SEC filing history and archive-path candidate. Submitter CIK 1564590 remains a separate submitter-role identifier. Row-specific batch preflight passed.","Subject-company CIK candidate 789019 is confirmed within the reviewed source scope. The submitter-role difference is not a data error. The precise pipeline omission cause and authoritative-source priority remain pending.","CANDIDATE_VALUE_CONFIRMED_NOT_PROMOTED","SEC_COMPLETE_SUBMISSION_HEADER_AND_SEC_FILING_HISTORY_AND_ARCHIVE_PATH_ONLY","PRECISE_PIPELINE_OMISSION_CAUSE_AND_AUTHORITATIVE_SOURCE_PRIORITY_APPROVAL_PENDING","HANDOFF_TO_REVIEW_OWNER","Original SEC header CIK 0000789019 was normalized to 789019. The contract source-file-type is complete_submission_text and the source path is resolved. Row-specific read-only preflight passed under representative-review coverage. Source presence is confirmed, but extraction-versus-mapping root cause remains undetermined. No application or promotion was performed.","REVIEW_EVIDENCE_CREATED","2026-07-29T17:17:35+09:00","김근형","AUTHORITATIVE_SOURCE_APPROVAL_PENDING","NOT_APPLIED","NOT_PROMOTED","UNLOCKED_WORKING"
"16","CIK_000156459021039151","000156459021039151","CIK_REVIEW","회사 식별번호 후보값·제출자 식별번호 역할·공란 원인 검토","SEC 공식 원장 또는 원문에서 회사 CIK 후보값을 확인할 수 있는가?","현재 공란의 원인을 원자료 부재·추출 미수행·매핑 미반영 중 어디까지 확인할 수 있는가?","제출자 CIK와 회사 CIK의 차이가 별도 역할로 설명되는가?","v0.3 회사 CIK=; SEC 값=789019; 제출자 CIK=1564590; archive 후보=789019; SEC filing history=789019","SUBJECT_COMPANY_CIK_MISSING_IN_V0_3_SEC_PRESENT|SUBJECT_COMPANY_CIK_MISSING_BUT_ARCHIVE_AND_SEC_HISTORY_MATCH|SUBMITTER_ROLE_DIFFERENCE_OBSERVED|REVIEW_REQUIRED_NOT_DATA_ERROR","789019","SOURCE_VALUE_CONFIRMED","ROLE_DIFFERENCE_CONFIRMED_NOT_ERROR","NOT_APPLICABLE","SOURCE_PRESENT_PIPELINE_FIELD_NOT_POPULATED","SEC_COMPLETE_SUBMISSION_TEXT|SEC_FILING_HISTORY|SEC_ARCHIVE_PATH","[LOCAL_PATH_REMOVED_USE_ACCESSION_AND_LOCATOR]","SEC-HEADER > COMPANY DATA > COMPANY CONFORMED NAME / CENTRAL INDEX KEY","SEC 10-K header identifies MICROSOFT CORP with CENTRAL INDEX KEY 0000789019; normalized CIK 789019 matches SEC filing history and archive-path candidate. Submitter CIK 1564590 remains a separate submitter-role identifier. Row-specific batch preflight passed.","Subject-company CIK candidate 789019 is confirmed within the reviewed source scope. The submitter-role difference is not a data error. The precise pipeline omission cause and authoritative-source priority remain pending.","CANDIDATE_VALUE_CONFIRMED_NOT_PROMOTED","SEC_COMPLETE_SUBMISSION_HEADER_AND_SEC_FILING_HISTORY_AND_ARCHIVE_PATH_ONLY","PRECISE_PIPELINE_OMISSION_CAUSE_AND_AUTHORITATIVE_SOURCE_PRIORITY_APPROVAL_PENDING","HANDOFF_TO_REVIEW_OWNER","Original SEC header CIK 0000789019 was normalized to 789019. The contract source-file-type is complete_submission_text and the source path is resolved. Row-specific read-only preflight passed under representative-review coverage. Source presence is confirmed, but extraction-versus-mapping root cause remains undetermined. No application or promotion was performed.","REVIEW_EVIDENCE_CREATED","2026-07-29T17:17:35+09:00","김근형","AUTHORITATIVE_SOURCE_APPROVAL_PENDING","NOT_APPLIED","NOT_PROMOTED","UNLOCKED_WORKING"
"17","CIK_000156459021051992","000156459021051992","CIK_REVIEW","회사 식별번호 후보값·제출자 식별번호 역할·공란 원인 검토","SEC 공식 원장 또는 원문에서 회사 CIK 후보값을 확인할 수 있는가?","현재 공란의 원인을 원자료 부재·추출 미수행·매핑 미반영 중 어디까지 확인할 수 있는가?","제출자 CIK와 회사 CIK의 차이가 별도 역할로 설명되는가?","v0.3 회사 CIK=; SEC 값=789019; 제출자 CIK=1564590; archive 후보=789019; SEC filing history=789019","SUBJECT_COMPANY_CIK_MISSING_IN_V0_3_SEC_PRESENT|SUBJECT_COMPANY_CIK_MISSING_BUT_ARCHIVE_AND_SEC_HISTORY_MATCH|SUBMITTER_ROLE_DIFFERENCE_OBSERVED|REVIEW_REQUIRED_NOT_DATA_ERROR","789019","SOURCE_VALUE_CONFIRMED","ROLE_DIFFERENCE_CONFIRMED_NOT_ERROR","NOT_APPLICABLE","SOURCE_PRESENT_PIPELINE_FIELD_NOT_POPULATED","SEC_COMPLETE_SUBMISSION_TEXT|SEC_FILING_HISTORY|SEC_ARCHIVE_PATH","[LOCAL_PATH_REMOVED_USE_ACCESSION_AND_LOCATOR]","SEC-HEADER > COMPANY DATA > COMPANY CONFORMED NAME / CENTRAL INDEX KEY","SEC 10-Q header identifies MICROSOFT CORP with CENTRAL INDEX KEY 0000789019; normalized CIK 789019 matches SEC filing history and archive-path candidate. Submitter CIK 1564590 remains a separate submitter-role identifier. Row-specific batch preflight passed.","Subject-company CIK candidate 789019 is confirmed within the reviewed source scope. The submitter-role difference is not a data error. The precise pipeline omission cause and authoritative-source priority remain pending.","CANDIDATE_VALUE_CONFIRMED_NOT_PROMOTED","SEC_COMPLETE_SUBMISSION_HEADER_AND_SEC_FILING_HISTORY_AND_ARCHIVE_PATH_ONLY","PRECISE_PIPELINE_OMISSION_CAUSE_AND_AUTHORITATIVE_SOURCE_PRIORITY_APPROVAL_PENDING","HANDOFF_TO_REVIEW_OWNER","Original SEC header CIK 0000789019 was normalized to 789019. The contract source-file-type is complete_submission_text and the source path is resolved. Row-specific read-only preflight passed under representative-review coverage. Source presence is confirmed, but extraction-versus-mapping root cause remains undetermined. No application or promotion was performed.","REVIEW_EVIDENCE_CREATED","2026-07-29T17:17:35+09:00","김근형","AUTHORITATIVE_SOURCE_APPROVAL_PENDING","NOT_APPLIED","NOT_PROMOTED","UNLOCKED_WORKING"
"18","CIK_000156459022002324","000156459022002324","CIK_REVIEW","회사 식별번호 후보값·제출자 식별번호 역할·공란 원인 검토","SEC 공식 원장 또는 원문에서 회사 CIK 후보값을 확인할 수 있는가?","현재 공란의 원인을 원자료 부재·추출 미수행·매핑 미반영 중 어디까지 확인할 수 있는가?","제출자 CIK와 회사 CIK의 차이가 별도 역할로 설명되는가?","v0.3 회사 CIK=; SEC 값=789019; 제출자 CIK=1564590; archive 후보=789019; SEC filing history=789019","SUBJECT_COMPANY_CIK_MISSING_IN_V0_3_SEC_PRESENT|SUBJECT_COMPANY_CIK_MISSING_BUT_ARCHIVE_AND_SEC_HISTORY_MATCH|SUBMITTER_ROLE_DIFFERENCE_OBSERVED|REVIEW_REQUIRED_NOT_DATA_ERROR","789019","SOURCE_VALUE_CONFIRMED","ROLE_DIFFERENCE_CONFIRMED_NOT_ERROR","NOT_APPLICABLE","SOURCE_PRESENT_PIPELINE_FIELD_NOT_POPULATED","SEC_COMPLETE_SUBMISSION_TEXT|SEC_FILING_HISTORY|SEC_ARCHIVE_PATH","[LOCAL_PATH_REMOVED_USE_ACCESSION_AND_LOCATOR]","SEC-HEADER > COMPANY DATA > COMPANY CONFORMED NAME / CENTRAL INDEX KEY","SEC 10-Q header identifies MICROSOFT CORP with CENTRAL INDEX KEY 0000789019; normalized CIK 789019 matches SEC filing history and archive-path candidate. Submitter CIK 1564590 remains a separate submitter-role identifier. Row-specific batch preflight passed.","Subject-company CIK candidate 789019 is confirmed within the reviewed source scope. The submitter-role difference is not a data error. The precise pipeline omission cause and authoritative-source priority remain pending.","CANDIDATE_VALUE_CONFIRMED_NOT_PROMOTED","SEC_COMPLETE_SUBMISSION_HEADER_AND_SEC_FILING_HISTORY_AND_ARCHIVE_PATH_ONLY","PRECISE_PIPELINE_OMISSION_CAUSE_AND_AUTHORITATIVE_SOURCE_PRIORITY_APPROVAL_PENDING","HANDOFF_TO_REVIEW_OWNER","Original SEC header CIK 0000789019 was normalized to 789019. The contract source-file-type is complete_submission_text and the source path is resolved. Row-specific read-only preflight passed under representative-review coverage. Source presence is confirmed, but extraction-versus-mapping root cause remains undetermined. No application or promotion was performed.","REVIEW_EVIDENCE_CREATED","2026-07-29T17:17:35+09:00","김근형","AUTHORITATIVE_SOURCE_APPROVAL_PENDING","NOT_APPLIED","NOT_PROMOTED","UNLOCKED_WORKING"
"19","CIK_000156459022015675","000156459022015675","CIK_REVIEW","회사 식별번호 후보값·제출자 식별번호 역할·공란 원인 검토","SEC 공식 원장 또는 원문에서 회사 CIK 후보값을 확인할 수 있는가?","현재 공란의 원인을 원자료 부재·추출 미수행·매핑 미반영 중 어디까지 확인할 수 있는가?","제출자 CIK와 회사 CIK의 차이가 별도 역할로 설명되는가?","v0.3 회사 CIK=; SEC 값=789019; 제출자 CIK=1564590; archive 후보=789019; SEC filing history=789019","SUBJECT_COMPANY_CIK_MISSING_IN_V0_3_SEC_PRESENT|SUBJECT_COMPANY_CIK_MISSING_BUT_ARCHIVE_AND_SEC_HISTORY_MATCH|SUBMITTER_ROLE_DIFFERENCE_OBSERVED|REVIEW_REQUIRED_NOT_DATA_ERROR","789019","SOURCE_VALUE_CONFIRMED","ROLE_DIFFERENCE_CONFIRMED_NOT_ERROR","NOT_APPLICABLE","SOURCE_PRESENT_PIPELINE_FIELD_NOT_POPULATED","SEC_COMPLETE_SUBMISSION_TEXT|SEC_FILING_HISTORY|SEC_ARCHIVE_PATH","[LOCAL_PATH_REMOVED_USE_ACCESSION_AND_LOCATOR]","SEC-HEADER > COMPANY DATA > COMPANY CONFORMED NAME / CENTRAL INDEX KEY","SEC 10-Q header identifies MICROSOFT CORP with CENTRAL INDEX KEY 0000789019; normalized CIK 789019 matches SEC filing history and archive-path candidate. Submitter CIK 1564590 remains a separate submitter-role identifier. Row-specific batch preflight passed.","Subject-company CIK candidate 789019 is confirmed within the reviewed source scope. The submitter-role difference is not a data error. The precise pipeline omission cause and authoritative-source priority remain pending.","CANDIDATE_VALUE_CONFIRMED_NOT_PROMOTED","SEC_COMPLETE_SUBMISSION_HEADER_AND_SEC_FILING_HISTORY_AND_ARCHIVE_PATH_ONLY","PRECISE_PIPELINE_OMISSION_CAUSE_AND_AUTHORITATIVE_SOURCE_PRIORITY_APPROVAL_PENDING","HANDOFF_TO_REVIEW_OWNER","Original SEC header CIK 0000789019 was normalized to 789019. The contract source-file-type is complete_submission_text and the source path is resolved. Row-specific read-only preflight passed under representative-review coverage. Source presence is confirmed, but extraction-versus-mapping root cause remains undetermined. No application or promotion was performed.","REVIEW_EVIDENCE_CREATED","2026-07-29T17:17:35+09:00","김근형","AUTHORITATIVE_SOURCE_APPROVAL_PENDING","NOT_APPLIED","NOT_PROMOTED","UNLOCKED_WORKING"
"20","CIK_000156459022026876","000156459022026876","CIK_REVIEW","회사 식별번호 후보값·제출자 식별번호 역할·공란 원인 검토","SEC 공식 원장 또는 원문에서 회사 CIK 후보값을 확인할 수 있는가?","현재 공란의 원인을 원자료 부재·추출 미수행·매핑 미반영 중 어디까지 확인할 수 있는가?","제출자 CIK와 회사 CIK의 차이가 별도 역할로 설명되는가?","v0.3 회사 CIK=; SEC 값=789019; 제출자 CIK=1564590; archive 후보=789019; SEC filing history=789019","SUBJECT_COMPANY_CIK_MISSING_IN_V0_3_SEC_PRESENT|SUBJECT_COMPANY_CIK_MISSING_BUT_ARCHIVE_AND_SEC_HISTORY_MATCH|SUBMITTER_ROLE_DIFFERENCE_OBSERVED|REVIEW_REQUIRED_NOT_DATA_ERROR","789019","SOURCE_VALUE_CONFIRMED","ROLE_DIFFERENCE_CONFIRMED_NOT_ERROR","NOT_APPLICABLE","SOURCE_PRESENT_PIPELINE_FIELD_NOT_POPULATED","SEC_COMPLETE_SUBMISSION_TEXT|SEC_FILING_HISTORY|SEC_ARCHIVE_PATH","[LOCAL_PATH_REMOVED_USE_ACCESSION_AND_LOCATOR]","SEC-HEADER > COMPANY DATA > COMPANY CONFORMED NAME / CENTRAL INDEX KEY","SEC 10-K header identifies MICROSOFT CORP with CENTRAL INDEX KEY 0000789019; normalized CIK 789019 matches SEC filing history and archive-path candidate. Submitter CIK 1564590 remains a separate submitter-role identifier. Row-specific batch preflight passed.","Subject-company CIK candidate 789019 is confirmed within the reviewed source scope. The submitter-role difference is not a data error. The precise pipeline omission cause and authoritative-source priority remain pending.","CANDIDATE_VALUE_CONFIRMED_NOT_PROMOTED","SEC_COMPLETE_SUBMISSION_HEADER_AND_SEC_FILING_HISTORY_AND_ARCHIVE_PATH_ONLY","PRECISE_PIPELINE_OMISSION_CAUSE_AND_AUTHORITATIVE_SOURCE_PRIORITY_APPROVAL_PENDING","HANDOFF_TO_REVIEW_OWNER","Original SEC header CIK 0000789019 was normalized to 789019. The contract source-file-type is complete_submission_text and the source path is resolved. Row-specific read-only preflight passed under representative-review coverage. Source presence is confirmed, but extraction-versus-mapping root cause remains undetermined. No application or promotion was performed.","REVIEW_EVIDENCE_CREATED","2026-07-29T17:17:35+09:00","김근형","AUTHORITATIVE_SOURCE_APPROVAL_PENDING","NOT_APPLIED","NOT_PROMOTED","UNLOCKED_WORKING"
"21","CIK_000156459022035087","000156459022035087","CIK_REVIEW","회사 식별번호 후보값·제출자 식별번호 역할·공란 원인 검토","SEC 공식 원장 또는 원문에서 회사 CIK 후보값을 확인할 수 있는가?","현재 공란의 원인을 원자료 부재·추출 미수행·매핑 미반영 중 어디까지 확인할 수 있는가?","제출자 CIK와 회사 CIK의 차이가 별도 역할로 설명되는가?","v0.3 회사 CIK=; SEC 값=789019; 제출자 CIK=1564590; archive 후보=789019; SEC filing history=789019","SUBJECT_COMPANY_CIK_MISSING_IN_V0_3_SEC_PRESENT|SUBJECT_COMPANY_CIK_MISSING_BUT_ARCHIVE_AND_SEC_HISTORY_MATCH|SUBMITTER_ROLE_DIFFERENCE_OBSERVED|REVIEW_REQUIRED_NOT_DATA_ERROR","789019","SOURCE_VALUE_CONFIRMED","ROLE_DIFFERENCE_CONFIRMED_NOT_ERROR","NOT_APPLICABLE","SOURCE_PRESENT_PIPELINE_FIELD_NOT_POPULATED","SEC_COMPLETE_SUBMISSION_TEXT|SEC_FILING_HISTORY|SEC_ARCHIVE_PATH","[LOCAL_PATH_REMOVED_USE_ACCESSION_AND_LOCATOR]","SEC-HEADER > COMPANY DATA > COMPANY CONFORMED NAME / CENTRAL INDEX KEY","SEC 10-Q header identifies MICROSOFT CORP with CENTRAL INDEX KEY 0000789019; normalized CIK 789019 matches SEC filing history and archive-path candidate. Submitter CIK 1564590 remains a separate submitter-role identifier. Row-specific batch preflight passed.","Subject-company CIK candidate 789019 is confirmed within the reviewed source scope. The submitter-role difference is not a data error. The precise pipeline omission cause and authoritative-source priority remain pending.","CANDIDATE_VALUE_CONFIRMED_NOT_PROMOTED","SEC_COMPLETE_SUBMISSION_HEADER_AND_SEC_FILING_HISTORY_AND_ARCHIVE_PATH_ONLY","PRECISE_PIPELINE_OMISSION_CAUSE_AND_AUTHORITATIVE_SOURCE_PRIORITY_APPROVAL_PENDING","HANDOFF_TO_REVIEW_OWNER","Original SEC header CIK 0000789019 was normalized to 789019. The contract source-file-type is complete_submission_text and the source path is resolved. Row-specific read-only preflight passed under representative-review coverage. Source presence is confirmed, but extraction-versus-mapping root cause remains undetermined. No application or promotion was performed.","REVIEW_EVIDENCE_CREATED","2026-07-29T17:17:35+09:00","김근형","AUTHORITATIVE_SOURCE_APPROVAL_PENDING","NOT_APPLIED","NOT_PROMOTED","UNLOCKED_WORKING"
